"store"	"depart"	"error"
42	14	18.9228803566402
43	14	24.25250128231
44	14	11.8347726894589
45	14	141.129399340667
1	15	-1
2	15	-1
3	15	-1
4	15	-1
5	15	-1
6	15	-1
7	15	-1
8	15	-1
9	15	-1
10	15	-1
11	15	-1
12	15	-1
13	15	-1
14	15	-1
15	15	-1
16	15	-1
17	15	-1
18	15	-1
19	15	-1
20	15	-1
21	15	-1
22	15	-1
23	15	-1
24	15	-1
25	15	-1
26	15	-1
27	15	-1
28	15	-1
29	15	-1
30	15	-1
31	15	-1
32	15	-1
33	15	-1
34	15	-1
35	15	-1
36	15	-1
37	15	-1
38	15	-1
39	15	-1
40	15	-1
41	15	-1
42	15	-1
43	15	-1
44	15	-1
45	15	-1
1	16	397.373478969019
2	16	360.93402541951
3	16	191.119350748234
4	16	358.164603861993
5	16	167.750668880531
6	16	484.960054608777
7	16	338.884209404126
8	16	298.025967302438
9	16	287.227840039559
10	16	703.595059723517
11	16	271.333107686304
12	16	169.207891495881
13	16	405.55889998895
14	16	838.314764020068
15	16	358.086662020617
16	16	328.98229067552
17	16	355.745447447673
18	16	287.926148887361
19	16	632.886952757494
20	16	643.765592409692
21	16	131.847201184061
22	16	410.985810748479
23	16	572.029751986151
24	16	331.093890650769
25	16	309.644634057385
26	16	297.300461952743
27	16	551.68326149343
28	16	155.179241253706
29	16	159.545781667272
30	16	28.7114434766175
31	16	153.794124051055
32	16	279.379775955795
33	16	22.1892527698873
34	16	313.218656407146
35	16	279.396164902353
36	16	30.0655310805
37	16	35.0633952373285
38	16	20.6477867235378
39	16	497.355560139971
40	16	247.352557657537
41	16	418.392080812638
42	16	26.5047472599638
43	16	48.7270747245538
44	16	26.4999255224311
45	16	322.989809753563
1	17	91.984705439854
2	17	158.357527205834
3	17	38.1165881466312
4	17	136.356558808528
5	17	36.7736121879843
6	17	152.735518795066
7	17	80.7832516749379
8	17	70.9685035585855
9	17	70.3465475035332
10	17	240.15522815655
11	17	134.959212752282
12	17	149.414127372517
13	17	131.925936780122
14	17	214.089568727548
15	17	93.4552683831882
16	17	116.220443744803
17	17	193.300796182372
18	17	191.59593000224
19	17	217.086334563858
20	17	200.977647445798
21	17	87.3425393970384
22	17	111.151973675081
23	17	338.404935588665
24	17	136.536712788272
25	17	113.475654776087
26	17	77.4889385968678
27	17	173.718136904766
28	17	135.052512134787
29	17	79.4864527783176
30	17	9.25979945320594
31	17	85.567558714878
32	17	102.068424398443
33	17	8.53981573892683
34	17	72.71351424608
35	17	241.338914030457
36	17	15.2230293418854
37	17	7.59563720719062
38	17	8.51006094244707
39	17	137.353125034055
40	17	109.649756189402
41	17	151.205762762621
42	17	9.51334384219927
43	17	20.4926961774521
44	17	9.16206161452699
45	17	111.934227493398
1	18	264.112265806533
2	18	330.714139064008
3	18	94.5600850955188
4	18	346.817548321328
5	18	70.4967654497273
6	18	385.778351797377
7	18	159.139496448178
8	18	192.418054111998
9	18	161.93626376155
10	18	629.320714886101
11	18	391.991196857925
12	18	374.581661846571
13	18	596.537928616284
14	18	506.850683744927
15	18	244.648361226262
16	18	126.714437120539
17	18	269.307030754939
18	18	295.759734747427
19	18	317.177056598866
20	18	422.966229655204
21	18	211.675309999647
22	18	290.961598333141
23	18	412.588764948092
24	18	239.732441427151
25	18	244.275936303778
26	18	94.6946119839156
27	18	351.222248716566
28	18	287.31639171812
29	18	133.554311548739
30	18	16.7319675180447
31	18	190.173511665708
32	18	228.986259942946
33	18	16.2380556555412
34	18	173.348031916436
35	18	213.401802239006
36	18	14.7130634594752
37	18	22.3126071009585
38	18	15.1762702406339
39	18	386.510799884935
40	18	136.837749124197
41	18	252.383285810112
42	18	16.4479631550369
43	18	60.2578353970094
44	18	14.221038326476
45	18	229.025273486604
1	19	34.6698924815948
2	19	235.405360879071
3	19	70.5787438831016
4	19	153.596238862573
5	19	180.415407251571
6	19	129.260152105205
7	19	175.017924266411
8	19	77.0590269172507
9	19	34.5832473189737
10	19	149.463259909811
11	19	79.9620759207203
12	19	138.26910099614
13	19	231.369191961808
14	19	95.304566962233
15	19	31.0743654436846
16	19	51.3296264727252
17	19	327.822195284529
18	19	132.871761483391
19	19	417.703779086599
20	19	138.505976750063
21	19	65.8325825495464
22	19	82.5008000788632
23	19	116.42874099789
24	19	109.655207255401
25	19	332.544295121166
26	19	31.078407523813
27	19	77.0939069943374
28	19	58.4576168500282
29	19	146.419165264366
30	19	-1
31	19	112.971680094078
32	19	39.7012557099448
33	19	-1
34	19	152.447890200976
35	19	490.424179691322
36	19	-1
37	19	-1
38	19	-1
39	19	248.929135068142
40	19	1203.61987314783
41	19	75.3244969955011
42	19	-1
43	19	-1
44	19	-1
45	19	25.8579124246315
1	20	80.3530915812844
2	20	78.2338482177114
3	20	41.6249647529131
4	20	122.355837872543
5	20	32.353604068244
6	20	215.251328811685
7	20	70.2387013946932
8	20	62.9615678182884
9	20	75.9063547008823
10	20	418.904114737795
11	20	203.616095374777
12	20	114.037585836401
13	20	103.374223711102
14	20	285.158239651158
15	20	65.9104959508491
16	20	70.580313895503
17	20	210.569206616212
18	20	180.060531676918
19	20	103.306747421132
20	20	106.363641133448
21	20	68.1624843089213
22	20	95.3765122865231
23	20	344.407719008405
24	20	83.0268727276324
25	20	71.651619202653
26	20	54.3246816845291
27	20	259.181841703595
28	20	95.7757864288584
29	20	48.1717222301478
30	20	7.08778210341163
31	20	90.4954840521598
32	20	58.0351540851099
33	20	46.6393500901063
34	20	52.2001173170793
35	20	385.644915969569
36	20	34.8088954984814
37	20	8.74562332974807
38	20	8.2882707253679
39	20	190.018212890555
40	20	58.7489580814427
41	20	84.7548944692676
42	20	13.1739900307646
43	20	6.51366516879967
44	20	11.137310998619
45	20	75.788024036932
1	21	91.326826668043
2	21	114.426156044267
3	21	21.3667471310994
4	21	78.2686237817895
5	21	16.472878377131
6	21	121.532598781086
7	21	43.7136255983452
8	21	52.1755768342507
9	21	38.3217581352533
10	21	116.398159191612
11	21	66.8175013433034
12	21	36.3782680508374
13	21	122.35893569413
14	21	120.819029779406
15	21	43.9928413606746
16	21	64.5114231582003
17	21	50.8890732563607
18	21	74.949102419581
19	21	75.5580119109389
20	21	167.847349600527
21	21	38.885084347577
22	21	72.2413478260067
23	21	139.843770524725
24	21	68.9787785419913
25	21	48.2149452637426
26	21	60.1238662344259
27	21	72.8810649852012
28	21	49.5590713300561
29	21	48.818321410084
30	21	31.4817970016723
31	21	43.8894844530374
32	21	58.2922845528688
33	21	5.68998997250378
34	21	40.9782655008134
35	21	46.7703490065512
36	21	4.80166922946042
37	21	21.3339302338117
38	21	13.3095419350343
39	21	106.81277193836
40	21	87.7610294434433
41	21	75.0319800366957
42	21	15.4434164236725
43	21	19.9801847859344
44	21	13.8495919315218
45	21	35.2919615911723
1	22	131.965358814806
2	22	204.45309763778
3	22	74.067924136811
4	22	211.877053085904
5	22	55.4604390995134
6	22	251.092184686237
7	22	148.313442411248
8	22	101.091049240437
9	22	77.7694950240585
10	22	351.684264795362
11	22	165.651043549274
12	22	146.314764449462
13	22	174.138576144564
14	22	305.813851613045
15	22	97.8607823865421
16	22	105.645816138278
17	22	304.211037051351
18	22	195.704566988467
19	22	164.314262059727
20	22	245.719914571568
21	22	121.696203394391
22	22	131.775748635736
23	22	339.620380501455
24	22	149.161003194156
25	22	126.592832743317
26	22	81.4392260906732
27	22	233.905945998605
28	22	181.348004285855
29	22	69.5175266317963
30	22	16.6761849310221
31	22	101.37987194783
32	22	112.50403986269
33	22	20.6877084572563
34	22	83.4891697305221
35	22	333.783357935662
36	22	93.9765509907719
37	22	12.3943890131774
38	22	17.9746450206273
39	22	185.955580648043
40	22	99.782234318797
41	22	139.112308549871
42	22	43.0477562490435
43	22	26.9824864638282
44	22	63.0360491347207
45	22	133.106710426711
1	23	289.077179638234
2	23	414.904149527714
3	23	204.820520098718
4	23	555.524753884744
5	23	73.678735849929
6	23	377.265697458776
7	23	288.638214425069
8	23	223.534130998527
9	23	158.782388244584
10	23	846.255378205991
11	23	329.226767732276
12	23	431.786426618187
13	23	342.38676134946
14	23	552.563116548392
15	23	280.451432425298
16	23	168.868787611408
17	23	164.258377652909
18	23	400.640659870528
19	23	380.776546190689
20	23	654.133163559796
21	23	330.099241831001
22	23	340.461875194286
23	23	645.2823924195
24	23	448.093139462409
25	23	202.024153451589
26	23	188.861715376654
27	23	454.17246907341
28	23	355.759513931709
29	23	307.61618755739
30	23	2.76306248519446
31	23	183.83435540443
32	23	175.649867233743
33	23	226.958017323363
34	23	169.092332269492
35	23	640.492506878763
36	23	230.214598137262
37	23	2.75974068988502
38	23	3.51696005387199
39	23	261.962885737227
40	23	224.73341620246
41	23	215.696428857744
42	23	3.38917893428902
43	23	5.31531946645921
44	23	1.66911625239371
45	23	325.973147572122
1	24	165.61123224122
2	24	254.704965428169
3	24	80.5560971675524
4	24	242.428410573485
5	24	35.9005690640749
6	24	142.704925195698
7	24	81.3910680743682
8	24	104.995279538724
9	24	55.0615297032137
10	24	463.38667284568
11	24	167.960949791054
12	24	276.883722037273
13	24	202.14226566684
14	24	226.778882924865
15	24	103.963487906995
16	24	53.9062089077109
17	24	72.5788137756498
18	24	156.023854640628
19	24	138.033254947764
20	24	158.73142626394
21	24	247.599625582251
22	24	124.325106264696
23	24	181.608838279482
24	24	136.796200067706
25	24	58.728625901356
26	24	53.0099455501871
27	24	199.538879829277
28	24	190.95644072792
29	24	89.0371380215581
30	24	5.88076507780582
31	24	99.4505212544491
32	24	70.3240081669109
33	24	-1
34	24	75.7192970465034
35	24	295.309535215319
36	24	334.417722152023
37	24	3.16374465628959
38	24	2.06928492060246
39	24	136.354070738417
40	24	59.7017745707755
41	24	95.5889421685793
42	24	17.1823431535271
43	24	-1
44	24	2.10647387740177
45	24	115.273866169755
1	25	126.262816468989
2	25	191.363863084045
3	25	63.5010663078399
4	25	170.273944919035
5	25	47.3792267223599
6	25	200.816417632636
7	25	122.693327491514
8	25	88.1106944003686
9	25	76.0122912344237
10	25	232.286208451952
11	25	135.885708044351
12	25	199.296266334185
13	25	206.11765522708
14	25	214.425687889577
15	25	124.280291574394
16	25	97.8829144126302
17	25	100.122076926183
18	25	184.421167189913
19	25	184.220258589093
20	25	223.520789464593
21	25	178.415561985405
22	25	111.342062709309
23	25	237.588602041855
24	25	153.130330879368
25	25	88.6177723149025
26	25	90.3994267815175
27	25	157.564132414826
28	25	190.344062448218
29	25	76.2312972692612
30	25	2.05179853426512
31	25	107.284986854855
32	25	88.971193025618
33	25	3.84783123518869
34	25	80.6063541392877
35	25	171.625204699129
36	25	2.52501204972959
37	25	2.328186116466
38	25	2.35694620340312
39	25	93.1259759468243
40	25	86.8644290931524
41	25	123.849302240239
42	25	3.4028572394504
43	25	7.13672143108375
44	25	1.62209311006915
45	25	103.057767150564
1	26	82.4558831309799
2	26	95.8202259843823
3	26	42.1539727362503
4	26	190.419096913527
5	26	25.4099629799994
6	26	106.654310445749
7	26	31.5382332122164
8	26	77.6619840501351
9	26	50.8027848874272
10	26	211.492905444926
11	26	116.064148262383
12	26	150.005028651782
13	26	117.272422120663
14	26	135.099076514064
15	26	61.1922488911839
16	26	27.275044706862
17	26	94.407425299243
18	26	132.532039008725
19	26	84.8776843223222
20	26	157.203430060284
21	26	120.340012452218
22	26	85.2178330023596
23	26	155.258734588051
24	26	86.6933860442004
25	26	52.1159304186432
26	26	41.1918620517666
27	26	126.972213973941
28	26	139.548062879398
29	26	53.8624283567972
30	26	0.50092948647646
31	26	75.1147925020453
32	26	60.604726577018
33	26	16.6441198067587
34	26	54.5603053762467
35	26	177.076685082663
36	26	12.337828254685
37	26	2.89724949339426
38	26	1.27918088377668
39	26	104.85537585399
40	26	50.3811973475135
41	26	74.4644926112929
42	26	1.1129599810759
43	26	1.3660659487313
44	26	6.23330278816386
45	26	80.5177241078932
1	27	18.9250345107343
2	27	23.2141087658131
3	27	8.74299809193198
4	27	28.1103132597586
5	27	6.23400485523951
6	27	21.114670372385
7	27	9.24968949707763
8	27	13.5715290085713
9	27	11.2509103653122
10	27	53.7498498880789
11	27	23.3379020933214
12	27	26.253463641708
13	27	38.1428003814836
14	27	28.9222150827928
15	27	19.1659966152859
16	27	10.7537339666128
17	27	17.7453720844532
18	27	34.6721655727357
19	27	30.569284458184
20	27	25.3163974393595
21	27	18.6325201107535
22	27	25.5334147300554
23	27	41.0805209070534
24	27	19.8245802950809
25	27	16.5682574022193
26	27	11.0221013376656
27	27	29.656685497871
28	27	19.6761726555064
29	27	20.1102621704551
30	27	0.898815652986259
31	27	15.1401708965475
32	27	15.6642118339069
33	27	-1
34	27	10.0004954894878
35	27	17.8552577965718
36	27	-1
37	27	0.964296855652993
38	27	0.741574231787892
39	27	19.1090336311966
40	27	11.6797830639674
41	27	18.3339351743526
42	27	1.85689714570014
43	27	-1
44	27	0.569213903571157
45	27	17.3302288773522
1	28	7.60033898951667
2	28	10.2278237848543
3	28	3.41874081442422
4	28	11.6745724499572
5	28	3.03503868290047
6	28	7.58323026657808
7	28	5.71868207986556
8	28	6.12965859762892
9	28	4.77354610218749
10	28	16.6392272955548
11	28	10.689171026858
12	28	11.0095854909446
13	28	16.6613324522716
14	28	15.8025130554395
15	28	8.48281846665683
16	28	7.69234945354056
17	28	16.3990152936988
18	28	16.2495879709969
19	28	11.5797828510683
20	28	12.4186414301617
21	28	10.260908499639
22	28	11.8029643254084
23	28	14.0360831452279
24	28	8.7274448798714
25	28	8.09790238741535
26	28	6.39915948548635
27	28	12.6637006423204
28	28	8.03630777549771
29	28	9.39215269858151
30	28	2.92809648448763
31	28	9.52920672691249
32	28	8.4748717207076
33	28	-1
34	28	4.52631811483678
35	28	9.8870152364865
36	28	-1
37	28	3.23820882608644
38	28	2.5436189284242
39	28	11.0305225304982
